CustomerID,Occupation,Monthly Income (MYR),Account Balance (MYR),Credit Score,Total Loan Applied (MYR),Loan Duration (Years),Loan Purpose Text,Topic,Risk Category
CUST1483,Clerk,2293,4676,676,57325,13,funds required to university dorm deposit,Education,High
CUST1484,Retired,2062,2657,506,49488,4,help me to replacing stolen car for my family,Vehicle Purchase,High
CUST1485,Manager,8339,13357,658,208475,30,short on cash for licensing fees for shop,Business Expansion,Low
CUST1486,Teacher,4517,7135,587,112925,20,loan to cover wallet stolen need funds,Emergency Expenses,Low
CUST1487,Student,1717,128,611,12019,7,need capital to coding bootcamp fee,Education,High
CUST1488,Freelancer,8723,6101,616,87230,10,starting a coffee stall before month end,Business Expansion,Low
CUST1489,Freelancer,3765,5794,750,48945,21,starting a coffee stall,Business Expansion,Low
CUST1490,Student,1591,3239,690,33411,29,loan to cover textbooks for the term,Education,High
CUST1491,Teacher,3504,5782,640,63072,13,just want to kids school uniform,Education,Low
CUST1492,Self-Employed,14737,15999,825,250529,22,i need to capital for startup soon,Business Expansion,Low
CUST1493,Freelancer,3889,8048,646,54446,12,applying for cash to dental braces for son,Medical Expenses,Low
CUST1494,Self-Employed,5939,1994,789,41573,29,need capital to buying a food truck,Business Expansion,Low
CUST1495,Teacher,4229,3590,681,42290,22,im looking to scooter for delivery job,Vehicle Purchase,Low
CUST1496,Teacher,6233,6664,546,87262,12,kidney stone removal,Medical Expenses,Low
CUST1497,Engineer,9089,4733,491,63623,26,borrowing to family crisis need cash urgent please,Emergency Expenses,Low
CUST1498,Teacher,6685,7407,591,113645,15,urgent need for storm damage fix,Emergency Expenses,Low
CUST1499,Clerk,2231,0,554,29003,5,borrowing to getting a minivan for family immediately,Vehicle Purchase,High
CUST1500,Self-Employed,6089,11127,721,91335,16,financing for piano lessons for daughter soon,Education,Low
